0.719	0.7206	0.7866	0.8402
0.992	0.9918	0.9932	0.9932
0.981	0.981	0.9824	0.9754
0.9778	0.9776	0.9858	0.98
0.7648	0.7682	0.8682	0.8488
0.9172	0.9172	0.927	0.9622
0.9776	0.9778	0.9798	0.958
0.9634	0.9624	0.9764	0.9094
0.9394	0.9392	0.9436	0.9546
0.9946	0.9946	0.9956	0.9834
0.938	0.938	0.9592	0.9622
0.9982	0.9982	0.9986	0.997
0.9696	0.9696	0.9734	0.9656
0.6208	0.621	0.6224	0.6946
0.917	0.9168	0.9328	0.9296
0.7104	0.71	0.7488	0.6734
0.7984	0.8	0.8594	0.8968
0.7654	0.7632	0.7616	0.7696
